	DD1_FDSW220008388-1r	DD3_FDSW220008390-2r	DD5_FDSW220008392-2r	DD7_FDSW220008394-1r	DD9_FDSW220008396-1r	DD11_FDSW220008398-1r	DD13_FDSW220008400-2r	DD15_FDSW220008402-2r	LYG1_FDME210455382-1r	LYG3_FDME210455384-1r	LYG5_FDME210455386-1r	LYG6_FDME210455387-1r	LYG7_FDME210455388-1r	SY3_FDME210455399-2a	WZ7_FDME210455463-1r	WZ15_FDME210455471-1r	YC1_FDME220007405-1r	YC3_FDME220007407-1r	YC5_FDME220007409-1r	YC7_FDME220007411-1a	YC9_FDME220007413-1r	YC11_FDME220007415-1r	YC13_FDME220007417-1r	YC15_FDME220007419-1r	C1_FDSW202534412-1r	E5_FDSW202534388-1r	E10_FDSW202534389-1r	E20_FDSW202534390-1r	E50_FDSW202534391-1r	E100_FDSW202534392-1r	E150_FDSW202534393-1r	N5_FDSW202534406-1r	N10_FDSW202534407-1r	N20_FDSW202534408-1r	N50_FDSW202534409-1r	N100_FDSW202534410-1r	N150_FDSW202534411-1r	S5_FDSW202534394-1r	S10_FDSW202534395-1r	S20_FDSW202534396-1r	S50_FDSW202534397-1r	S100_FDSW202534398-1r	S150_FDSW202534399-1r	W5_FDSW202534400-1r	W10_FDSW202534401-1r	W20_FDSW202534402-1r	W50_FDSW202534403-1r	W100_FDSW202534404-1r	W150_FDSW202534405-1r	CXD_0801_FDSW210423161-1r	CXD_0802_FDSW210423162-1r	CXD_0803_FDSW210423163-1r	CXD_0804_FDSW210423164-1r	CXD_0805_FDSW210423165-1r	CXD_0807_FDSW210423167-1r	CXD_1001_FDSW210423173-1r	CXD_1003_FDSW210423175-1r	CXD_1004_FDSW210423176-1r	CXD_1007_FDSW210423179-1r	CXD_1009_FDSW210423181-1r	CXD_1015_FDSW210423187-1r	CXD_1201_FDSW210423188-1r	CXD_1202_FDSW210423189-1r	CXD_1203_FDSW210423190-1r	CXD_1213_FDSW210423200-1r	CXD_1214_FDSW210423201-1r	CXD_1215_FDSW210423202-1r	CXD_0204_FDSW210423206-1r	CXD_0209_FDSW210423211-1r	CXD_0210_FDSW210423212-1r	CXD_0213_FDSW210423215-1r	CXD_0214_FDSW210423216-1r	CXD_0215_FDSW210423217-1r	CXD_1401_FDSW210423218-1r	CXD_1402_FDSW210423219-1r	CXD_1408_FDSW210423225-1r	CXD_1412_FDSW210423229-1r	CXD_1414_FDSW210423231-1r	CXD_1415_FDSW210423232-1r	CXD_1604_FDSW210423236-1r	CXD_1609_FDSW210423241-1r	CXD_1610_FDSW210423242-1r	CXD_1611_FDSW210423243-1r	CXD_1612_FDSW210423244-1r	CXD_1613_FDSW210423245-1r	A1-20-normal	A3-20-normal	A5-20-normal	B1-20-normal	B3-20-normal	B5-20-normal	C1-20-normal	C3-20-normal	C5-20-normal	A1-40-normal	A3-40-normal	A5-40-normal	B1-40-normal	B3-40-normal	B5-40-normal	C1-40-normal	C3-40-normal	C5-40-normal	A1-60-normal	A3-60-normal	A5-60-normal	B1-60-normal	B3-60-normal	B5-60-normal	C1-60-normal	C3-60-normal	C5-60-normal	A1-80-normal	A3-80-normal	A5-80-normal	B1-80-normal	B3-80-normal	B5-80-normal	C1-80-normal	C3-80-normal	C5-80-normal	A1-100-normal	A3-100-normal	A5-100-normal	B1-100-normal	B3-100-normal	B5-100-normal	C1-100-normal	C3-100-normal	C5-100-normal
Chondrus crispus	2.91878135	2.772589581	1.872591109	2.942519941	2.354199428	2.333838434	2.697375833	2.323364575	3.170412357	3.406976396	5.5039101	3.241103623	3.595102026	0.35732436	0.66389743	0.406126321	0	0	0	0	0	0	0	0	2.163447882	2.118761458	1.60553782	2.225452916	1.807823933	1.829789609	1.699834593	2.083828487	2.39147702	2.708790153	2.00382187	1.047706378	1.315094652	1.817435685	2.071250642	2.34407042	2.236805058	2.283260692	2.433246707	1.754020253	1.477338607	1.805791657	2.002192952	1.6062799	1.348799356	14.2051349	6.923298391	1.478049253	6.27221018	1.262438944	1.027999243	2.447889975	1.920097841	0.328023262	0.214310737	1.451873144	2.866809523	1.718857837	1.586700982	6.143691056	2.414295837	1.669684767	2.378764796	1.866459142	1.285051056	1.321218407	1.990852551	2.579910577	2.323041392	4.725523362	3.676849906	0.949605018	2.209285935	2.100464842	2.370732462	6.38014939	1.94317305	1.948855613	2.756057317	1.130210931	2.81570391	2.98671399	3.588200193	2.718084623	3.174575725	2.960368618	2.310835003	2.903724067	3.221355712	3.187196286	4.423897742	2.833541883	2.522002096	3.160274336	2.811232179	2.30408894	3.4575562	4.286205475	2.280723021	3.704127718	2.992658322	2.718707488	3.34450908	3.388686863	2.67128266	3.212306809	3.062413673	2.576042954	3.923749224	2.515411209	2.787760602	2.976943793	3.068910606	2.08147476	2.704056277	2.16912829	3.053925103	2.826132338	2.196761838	2.827622971	2.587076574	3.777847566	2.232446142	3.76364313	3.119961867	2.851744626
Monosporascus sp. 5C6A	0	0	0.657157796	0.437770904	0.540444178	0	0.317601366	0	2.910891616	2.224209352	4.574583858	1.455644314	1.626480883	0	0.793004495	1.36156507	1.176717705	0.490748051	1.609608808	0.778525147	0.373727983	1.870821737	0.867543548	1.208570703	0.91994465	0.947388586	1.332123251	1.589785294	1.568296684	2.031775026	2.073514993	1.397229455	1.264337545	0.991463146	1.743891462	1.382242346	1.313517448	1.357218178	0.92000152	1.058645789	1.089262173	0.956029627	1.511844258	1.426537412	0.958006791	1.665382102	1.056896977	1.008820686	1.175614794	1.213862751	1.065803549	0	0.985807887	1.056234458	0.773201205	1.092439093	1.743508186	1.017568404	1.402513417	1.84964398	2.024165649	2.092843611	1.420643672	1.136373425	1.739212461	1.616147045	1.909629009	2.580430006	1.338959533	1.057015941	1.391978816	1.615463013	1.880054445	1.003882756	1.086106683	1.5680689	1.81657591	1.831021612	2.142778098	1.304515108	1.748653263	2.046300943	1.835930201	1.329223584	1.758569404	1.177306924	2.321724289	3.188203572	1.933227779	2.48515565	0.317627199	1.128418952	2.241050641	1.95831541	1.823589798	1.878490025	1.469866509	1.864327044	1.533835256	0.601671493	1.317228667	1.461723024	0.404467435	2.40321161	0.675018124	1.649975619	1.652686792	0.834004918	2.076410763	2.019829856	0.402842305	1.554212477	2.75434917	1.070436149	0.9659715	1.114794976	0.560197486	0.469170474	0.495809383	0.991196169	1.034995551	0.371986455	0.298740262	1.345849272	1.81524427	2.114813123	0	1.255511979	2.077895809	0.950021718
Chaetoceros debilis	1.789836583	2.154741892	2.580349696	0	2.113341788	1.596127747	1.881330365	2.060085504	13.44407323	17.72502484	14.36311575	8.622770302	7.445076826	6.187293971	4.21083825	3.645350015	1.02689871	0	0	0	0.917309023	0	0	0	3.612653753	4.499125411	4.837055685	5.192605822	5.257155671	3.556771966	3.271092336	4.411581984	6.17453713	4.459399982	4.212504357	4.304127474	3.911602944	3.663503087	4.453580069	4.847512301	4.235633162	3.926723303	4.226409916	3.629121945	4.061809677	4.728832064	4.11622484	4.634401943	4.677996059	2.049409118	6.757192807	1.752799122	4.944112565	5.582092786	3.460080299	3.069581139	3.041892685	4.893488578	4.153928794	8.3319374	8.593222911	2.989290549	5.114770107	3.036486989	8.678373051	7.588952136	6.311397928	4.789202353	6.121289722	7.86100746	6.7823966	4.566097418	6.2683951	1.302107332	2.924815246	4.678397122	7.484591198	11.03169709	9.610879734	3.717016601	5.454510739	4.816790806	5.367795746	4.942051211	5.536076087	3.633883259	8.032593978	9.286832305	10.66189649	11.31206917	9.428303262	6.798946647	12.03334201	9.286045166	8.317921178	6.602633121	10.4054626	9.585263402	12.32718571	11.20201695	13.04939735	8.335381896	8.802764592	10.42358518	10.45742198	13.50834094	14.0913211	13.6099287	8.026370677	10.42951292	13.18547435	11.19453889	11.43821562	12.1008953	8.973689624	6.973614418	13.66489885	12.40508256	11.67771352	14.51043118	8.752431687	10.26376413	9.55986438	10.41280532	8.745027783	9.481752612	11.28842244	6.173411096	9.329009392	10.76333665
Pycnococcus provasolii	0	1.132301294	1.704100698	0.910593123	1.329031887	0.968187028	0.687259973	0	0	0	0	0	0	1.292580301	4.455092215	6.596753644	1.277302286	1.352187973	1.762174608	1.850282315	3.027855368	2.35221961	2.858340939	2.87570998	1.974529487	1.553262069	2.146621033	1.746198706	1.416018335	2.820749671	2.49383036	1.710237427	2.105337296	1.556986867	2.961325616	1.1141115	0.659096689	1.254787677	1.771054551	1.878863623	1.234017042	2.129310431	0.885163222	1.634811783	1.712565791	1.029559352	1.188897272	1.431779131	1.144867557	0.580543841	3.588282143	1.128449605	0.812985291	1.541086604	0.647929726	1.635229411	0.84103647	2.349280819	0.463466463	0.691888564	1.07674486	1.337049649	1.664872345	1.316927875	0.969327087	1.130741963	1.408109102	1.88038521	0.542880916	0.69307385	1.280228821	1.782632428	0.889591658	1.073032543	1.221102603	1.024203936	2.719866718	1.049168373	0.840706782	1.141223126	1.402673558	0.869169589	1.054496375	0.466498174	0.954185214	1.685387947	1.86109333	2.561885391	2.240342623	1.874023453	1.698392521	1.127960997	1.559787268	2.619240647	2.722716367	2.270824757	1.189301847	2.684007101	1.978507622	0.990554232	2.015124178	1.997161551	2.229169429	1.355809996	1.793315729	1.403748353	2.774287351	2.020767452	2.037732983	2.638349149	1.938241728	1.701044263	1.853421673	0.579597523	1.991697803	0.780239573	2.531684443	0.966916567	1.155825478	0.459826675	2.856086603	1.073118062	1.53691419	2.0433253	2.312716845	1.552694754	1.544532169	1.875448316	1.398137569	1.476160726
Symbiodinium microadriaticum	1.285404599	3.29858745	2.657861213	2.270311426	2.201654943	1.780194607	1.706943371	1.988029914	2.887705093	4.150881475	3.597589749	3.345276028	2.64518824	0	0	0	2.011621335	2.475415595	2.004683748	1.42027119	1.825905778	2.731048714	1.121904619	1.51342826	3.135405378	2.90103466	2.715635735	2.762679981	2.888978624	2.812942528	1.67018999	2.027028235	1.911363098	2.151685502	2.669540357	2.496355988	1.947381909	1.342424635	2.483038167	2.014678171	0	1.855713159	1.750924007	1.881218627	1.475539538	0.980194437	1.416739573	2.580366674	1.295117845	15.17343188	10.75919008	3.092701065	6.495464942	1.902756098	0	0.742686368	0.526366479	1.818210392	0	3.491410111	3.329636343	2.303622478	2.666946658	0.87997818	2.006919702	2.693986106	1.009417789	0.898023352	2.186050279	1.658833476	1.075929839	0.888785045	0.930871633	0.698426559	0	1.060842456	0.844061501	2.578976134	4.186130132	1.272818917	1.551882253	1.883722251	1.323141902	1.921944661	1.444973515	6.404094668	2.581530857	3.226172413	3.283967596	3.380230364	4.505132935	2.586136761	2.04285834	3.851128194	2.430633809	3.806983973	4.249118365	3.028321998	1.850415154	4.141480687	4.032252187	2.914431615	3.331587247	2.588563849	3.117331013	4.077019898	4.543501709	3.640373031	2.561713144	4.424657029	4.845656057	5.029000415	2.962404113	3.816176978	2.116140687	2.194761488	3.260022162	4.144468787	2.133454446	3.329047201	3.705353781	1.10437152	0.764646749	2.543767415	3.982008793	3.158447066	1.171230316	4.152366046	3.221136337	2.712285475
Gigaspora margarita	37.38420338	48.44657669	85.44860008	55.736981	58.14917757	47.72336386	36.21400616	44.8333402	99.32838428	164.3373392	149.1360827	94.57401108	82.33510556	0	18.96901039	30.69336297	0	0	0	0	0	1.626889463	1.645078322	0	35.97696738	28.31408297	26.74440377	41.38245987	20.10682613	28.09229679	16.44253441	41.67196	41.27365719	29.79962537	26.73535119	16.33186785	20.18853246	26.78484423	33.60755173	31.5093627	36.6517343	38.46010387	29.52015595	30.81083792	29.8486013	35.89166718	32.95654775	34.99416882	40.06537815	18.20448092	40.97583036	16.96120505	43.64171815	34.40089283	28.80338056	32.83005048	38.0105702	36.70206705	24.06738513	42.19572995	80.77337937	38.94503705	49.4563431	35.73057051	61.15353042	65.86059568	48.09976997	42.17365771	34.76591715	69.93723081	48.50481406	48.39718642	44.0181541	24.52244148	24.09367164	42.43909988	63.49609192	64.46500118	54.74352078	29.47318059	54.93734551	30.43644946	35.53772134	27.09464577	34.19943059	38.62844976	97.42627898	64.92427429	56.19782653	50.24816212	70.81475439	49.87880421	68.12775609	58.89733523	72.36802666	54.1498732	67.46611798	60.73163023	57.5272676	64.56480568	60.93770671	75.61046867	66.05482874	109.4019236	68.43635478	69.269091	70.82365862	65.75617551	58.87666437	66.73290415	73.56862138	73.30135894	108.8975868	77.8425063	55.33804128	49.6539464	58.42630998	66.84634021	72.63344147	82.90700486	72.4236702	81.44987262	75.16623777	61.633783	63.98639018	61.55573523	56.46376588	75.74901625	82.98511261	75.11207655
Pyrodinium bahamense	2.356319024	1.670885943	1.675985511	0.817047931	1.129799618	1.069720261	0.975711972	1.054667186	0	2.56221426	1.71678768	0	0	0.894953515	1.550482034	0	3.149996298	2.416526329	2.744433663	2.203151579	2.908717459	3.723087699	3.885494272	2.553261122	0.987753013	0	1.085939361	0.690409369	1.048488562	1.68601443	2.071216432	0.711482833	2.153825975	0.592861443	0.929544231	1.767437244	1.140094933	0.994620504	2.467361381	1.041270704	0.660939547	1.624394669	1.110662935	1.031365758	0.908701577	0.816041373	0.73292422	2.131452829	1.926132495	0	1.420436831	0.676851656	2.594182233	1.887209591	1.836708675	1.45087998	4.098502968	1.826221803	2.643184132	2.638955388	2.141972247	2.101262594	2.745255199	1.169721381	2.877140638	3.826487215	3.146187016	3.625520162	4.334896254	4.749871768	4.757464125	5.516685825	4.246236171	1.727486347	1.971350133	5.118722971	2.245065241	2.276558606	1.992622786	4.141070353	4.296672199	0.60999106	2.084206868	1.590367736	1.793646223	1.177953645	5.381944638	3.18613454	5.353507717	4.167127548	7.609990844	2.51294004	3.778683762	5.355523855	5.205741932	4.367075902	11.21205302	4.302493489	10.98042086	13.14740803	8.265910021	5.710980614	10.44832354	7.56956847	10.70802853	8.242491688	13.08874344	8.847548784	7.032140426	6.023860684	9.192160128	10.08474258	9.425154739	9.150791983	5.995026285	9.831654796	7.801809999	12.47599149	3.090231774	8.278534058	4.755870259	5.427120848	3.630234559	4.123867512	7.560422291	4.589651938	4.965494521	2.022044617	2.139856191	3.957479091
Rhizopus delemar	0.717806968	0	1.145885114	0.840222369	0.988629585	0.694927268	0.487254807	0.74883436	6.035958332	6.642751906	6.066099154	3.572994704	3.392001066	0	1.822567307	1.114795737	0.707008033	0.88281754	0	0.452308597	0.628790343	0	0.745860929	0.597930389	3.042872244	3.170165981	3.197060434	3.674611059	2.053766962	2.799442522	1.97409205	5.176734607	5.196726106	6.097522621	3.685536917	2.022797721	1.740017091	3.103698506	4.536101358	4.219036272	5.77219877	5.523032655	3.888016208	3.968661183	4.681662661	3.853341975	3.709561478	2.731002887	3.92418844	0	1.477704276	0.375631248	1.047327618	1.594664162	2.634035048	0.664573597	3.423287618	2.13256316	0.745239853	2.67257086	5.114338426	2.24070831	2.727725091	1.156912945	4.190500376	3.908006756	3.458177572	2.903455438	3.046493909	2.863771577	3.505775394	4.912308871	3.568835429	10.93531149	7.031256581	6.021419881	4.766466015	4.948633149	3.412496883	0.462607409	2.626214841	2.987590288	5.362432836	3.760681915	4.873099335	2.566604228	5.188676529	5.004334973	5.776586591	4.132059825	4.138957445	2.766837749	5.403098949	5.585186958	4.869714322	4.440743889	5.040641543	5.138143038	3.251926706	4.115817872	4.066524823	4.117086239	4.873178129	8.551541663	5.966356139	5.01109504	5.800058073	4.381580314	4.307723711	4.654068895	5.921120439	4.750989063	9.429514565	5.393114948	2.949582223	1.961585517	4.140875974	5.296283157	4.443670762	3.835583341	5.362391315	8.547148558	4.423923496	4.993559638	4.564125076	5.398303464	3.672335404	5.234469237	4.269858047	5.106838256
Acanthamoeba castellanii	0.895992882	0	0.170796941	0	0.187279569	0	0.366127329	0.185444753	0.730388963	1.326161539	1.008585753	0.930810525	0.635953535	0.309146862	1.293884105	0.816966459	0.452166453	0.524823829	0.377885345	0.755949494	0.650617566	0.391032714	0.539493408	0.557170613	1.082372053	1.221985405	1.1055838	1.17735608	0.658565089	1.042374374	0.846909385	1.132542868	1.298847115	2.367113387	1.137631126	0.729419877	1.186626875	1.317059258	1.462502664	1.430795914	1.397249905	1.224542859	0.997437581	1.02724172	1.214596216	1.107098016	1.812920735	0.823254312	1.001377559	1.17394096	0.381604234	0.2741747	1.198187227	0.637365696	0.84206737	1.335647146	0.995901481	0.872660003	0.375272092	0.991251332	1.309351664	1.498615021	1.047499436	1.030851542	1.087844239	0.54003898	0.879521757	0.560914436	0.745330885	0.734496891	0.783834733	0.771726597	0.403915288	1.737246393	0	0.568412546	1.365339984	1.363713955	1.183329894	0.275565284	0.774008181	1.352134525	1.514133876	0.900475553	1.816506999	1.536317072	1.218441162	1.986621797	1.538989959	1.321175214	0.954672317	1.248536788	1.287016177	1.613498407	1.168428381	1.549946577	1.237110777	1.170445088	1.136577118	1.256956866	1.832603216	1.066407183	1.472787457	1.248937461	1.784904688	1.576632022	1.537503805	1.709640462	1.215971928	1.614775406	1.085592275	1.138635576	1.334214644	1.382729745	0.89252493	1.609429715	1.395053011	1.501876138	0.998553377	1.433041047	0.925830062	0.740508841	0.716615895	0.791759365	1.413478915	1.558962115	0.826462261	1.086084991	0.574539406	0.909884457
Ascochyta rabiei	0	0.254413964	0.39034961	0.233830494	0.235144042	0.229130989	0	0.44285919	1.510118328	1.623641341	0.969809472	1.744019371	1.750901022	0	7.386932592	7.29687014	2.146343209	1.781263357	2.445966996	2.255070234	2.766893567	3.233682342	3.128102338	2.570848906	2.843539906	2.526879499	3.296821468	2.761594979	2.467024397	3.63489172	2.83302536	3.166298753	3.77341036	2.319758611	3.857744044	2.26395974	2.932023832	2.253546965	2.486167041	1.985635308	2.974918184	2.731412336	3.072770878	2.298516539	2.112274977	2.051538839	2.815150517	3.048866441	3.08568823	1.415420593	2.994560254	1.94358547	2.15963706	2.401963383	1.772751278	1.822049681	1.650297498	2.03496085	1.486400459	3.174084747	2.972046255	2.058908722	2.933744728	1.208745107	2.741054641	2.029379732	2.254136263	2.880855799	3.678230088	2.320375569	2.909064621	2.275200863	2.623042895	1.115500495	0.618275112	3.955264672	3.069008684	3.471309159	3.35624023	1.36054022	4.592928916	2.929399248	2.534248125	1.479629974	2.385859261	2.644275426	3.393217681	4.671676827	4.829713166	3.710230829	3.776655869	4.343225901	4.480993541	4.457774231	3.987350186	4.687903995	4.708428163	4.287192701	4.07180624	3.259995183	3.689847278	4.942601305	2.530724742	3.41913122	4.798526964	3.544187294	4.251044368	3.128407726	4.47807192	3.584344462	3.550783424	4.090545728	3.782444832	3.570888051	3.934630114	1.997313573	2.9560372	2.746223591	2.500718237	3.273424697	3.34659431	2.375453736	2.205937375	2.974894184	4.159994596	4.27571962	1.671950261	3.258528655	3.106582632	2.787718657
Piedraia hortae	24.18165787	27.34200559	21.41578091	54.33792764	36.77054922	31.375271	24.91324154	29.50851005	16.98576258	16.81042973	10.63606292	20.01629111	32.07413199	0	0	0	11.35479472	9.222545069	14.61680707	7.484902164	7.640711051	10.34913781	10.76482893	6.814615333	10.25604635	5.664442356	5.679259753	4.262339338	3.366366985	5.330700338	3.65611458	9.735084406	10.2423348	11.21129621	5.31336104	6.293967296	5.715082281	7.282247644	9.999544153	9.948698462	16.18599596	16.10422396	14.0595519	8.65586167	12.61335942	11.9191577	13.70710086	7.605674566	14.48179426	8.908831134	2.782890928	4.685357832	9.546005151	17.42907054	11.95209375	9.764208339	10.9989258	10.29721687	6.178500108	11.33355356	15.18918202	8.044436577	12.04562436	12.36188074	12.28725868	29.91917237	12.09559248	19.35398846	39.94759928	70.10885003	57.48240483	45.7825655	41.2625073	16.28574776	14.27783212	53.02510952	40.25045502	13.79636892	12.6594257	12.1041954	26.38959733	5.298761143	9.040662785	11.17320647	11.60774425	4.637601858	14.55419791	22.7749367	15.28128157	15.47385513	11.03264925	8.280447402	12.4935214	16.53283091	4.907341613	17.45098282	8.278385081	15.71765089	13.58540258	9.589855875	9.027090504	18.47940404	11.4471888	10.52307385	8.453327572	6.640908893	10.8208127	10.79307056	20.29568417	18.03671494	5.774383377	15.15711109	10.43307915	8.680009845	10.18486783	9.37477266	6.795169053	11.92947604	11.80733193	10.85117334	23.45981796	19.0333364	15.00228673	19.71181137	18.64066599	15.15357463	12.21540834	27.4511996	34.84094067	17.73452353
Odontella aurita	1.906091101	1.766673579	2.568488161	2.455904958	2.156650429	1.333017333	1.571713876	1.00485329	1.605597178	2.582221831	2.044269133	1.387889754	1.379081817	4.147523721	1.35429319	1.579468145	0.922153883	0.892795711	0.5593517	1.381090311	0.976741503	0.955891796	0.842874004	1.014779666	1.863430964	1.532248513	1.811895297	1.95028825	1.11041023	0.928797819	1.066626683	1.643654868	2.051354559	1.349735763	1.472709877	0.748725982	1.261971753	1.735915542	1.793995938	1.67068969	1.598002955	1.380973609	1.502691341	1.657316614	1.274806596	1.659262715	1.592370284	1.92359473	1.763653452	0	0.916521279	1.009640943	0.653268702	0.898350912	0.739405602	0.203431455	0.513514073	0.6847856	1.633258803	1.557735576	1.550330422	0	0.721800207	0.256013172	1.50953948	1.310353399	1.26733479	1.027214452	1.427073481	1.10528562	1.176757262	1.543536009	0.95468592	0.221433593	0	1.107165041	1.554586166	2.062189768	2.008335429	0.17233577	1.63813311	2.217747595	1.921188307	1.524490321	2.05184488	0.724270642	1.704446177	1.217181245	1.750822718	1.546672833	2.050907776	1.439202913	1.607639035	1.446090258	1.103062537	1.25993392	2.061345753	1.198432262	1.639265871	1.692699258	1.729171444	1.642849728	1.652437173	2.001591145	2.044238344	1.84211601	1.723097988	1.861323945	1.244572951	1.443895342	1.877122597	1.713087653	1.814772281	1.520393788	1.336177981	1.303094246	1.368974199	1.776349157	1.286797454	1.756281038	1.210759985	1.441048407	0.972457294	1.447416018	1.694004261	1.253700015	1.128560528	1.353930672	1.439276358	1.231799416
Cymbomonas tetramitiformis	1.824728826	1.482424724	1.906172392	1.043398207	1.263626912	0.758641238	1.290649272	0.837988921	3.264424384	4.121792933	3.824019076	2.646024265	2.45405271	0.338107651	0.70128019	1.195971134	0.289882449	0	0.142295119	0.121609462	0	0.471909265	0.138020186	0.261748041	1.874615006	1.548105686	2.055556522	2.211953488	2.085590762	2.62418292	1.932288297	2.387049252	2.296527759	1.533867196	2.877903179	2.05972622	1.99853157	1.800798469	2.387604269	1.981604563	2.20781938	2.522263257	1.815326137	1.523198337	1.808062126	1.789237979	1.645823747	1.761759216	2.132087222	2.56497656	2.315423706	3.579762036	2.736372357	2.361077638	1.777675267	1.980122733	2.566463317	2.264568269	2.085071467	1.997211672	2.475409335	2.00827915	2.281624648	2.385253149	3.033899771	2.428283844	1.777122726	2.363702389	1.870217046	1.768502883	2.788974272	2.301506051	2.311623993	1.410513445	2.382174119	2.317920228	2.126019865	2.564913414	2.15459031	2.478874834	1.543771149	2.347102752	3.060910362	1.758626773	2.333812951	5.772485825	6.040625701	2.932840059	3.597208078	2.856563161	2.730500439	2.203075745	3.063212599	2.688355178	5.187203574	2.606817572	3.199328407	3.836390065	2.989223705	4.267848102	3.565421068	3.078639572	2.865402737	7.515157094	4.976131327	4.653495177	4.401468677	3.843358318	2.739068983	3.783801241	4.150619621	3.422633045	8.506479671	3.65398431	3.143069909	2.709941215	5.113265355	4.059271242	2.856020787	4.01583516	4.118411044	5.213157212	3.420382873	3.41512107	2.717894232	3.721831003	3.129054512	3.151384053	2.769972447	3.447671831
Glutinoglossum americanum	1.471281939	1.982552265	1.775804904	1.858392733	1.640343605	1.464566992	1.716689305	1.138871653	2.478486036	3.751815633	3.263841299	2.837999549	2.731273999	0	3.264927428	2.545143436	1.510834839	1.765415224	1.457977097	1.971731817	2.093568988	1.460747242	1.953027083	1.935183914	2.460538206	2.229673864	2.681233348	2.222548758	2.784406375	3.668170229	3.758761399	2.235632978	2.482840376	2.227527853	3.951238017	3.225902199	2.181921368	2.231303184	2.866366832	2.850244896	2.486338014	2.588046347	2.150459913	2.461728343	1.995811397	2.231396801	2.190636154	2.363627731	1.926890984	1.57413978	2.514973146	1.668871739	1.963889624	1.944080884	1.851749902	1.716541246	1.259231607	2.042289143	1.591770837	2.023665559	2.470217076	1.870743042	2.40429542	1.918496916	2.496346361	2.223003008	2.669098609	2.281437014	1.363276001	2.089185036	2.127976466	1.797820925	1.988260846	1.758255236	1.553036212	2.004959718	2.719743959	2.409959011	2.675973476	2.144203116	2.229828809	2.983294637	2.614803436	2.485929232	2.32239878	1.861232098	2.674243595	3.964048244	3.662649149	3.367435366	2.810211998	2.813183726	3.142108632	3.843953748	2.955784387	3.269390044	2.955574526	3.580967171	2.286982071	3.805278389	2.337554477	5.046169662	3.103910048	2.846683057	3.454776645	2.875193083	3.507896347	3.530695726	3.282880993	4.520417388	3.212834543	2.9798797	4.447559007	3.284263307	3.573428417	3.899732402	3.463401019	2.922714501	2.80140545	3.002143534	4.195706889	3.171314049	2.214703275	3.793090933	3.425044621	4.05884017	2.422179673	5.099180803	4.044162736	3.240890185
Knufia peltigerae	2.361569253	3.704786806	2.828054896	3.179818083	3.313986912	3.393255292	2.812603974	2.829518447	4.917406992	5.519974433	4.685774169	4.963581776	4.330360089	0	2.862375635	2.16870437	1.598431682	1.231973758	1.441424706	1.147295815	1.150681879	1.655713685	1.480722278	1.211455993	4.54017115	4.134553152	4.427257975	4.803727046	4.273461782	5.208919463	4.532748194	4.304054938	4.542420949	3.926309753	5.441600296	4.586944768	4.382513024	4.381932155	4.417747575	4.406955076	4.004956887	4.133142144	4.553230521	4.189041219	4.041010603	3.674336893	3.713518341	4.182785629	3.72012631	8.706349376	6.02287924	3.616162045	5.397412781	4.218759265	3.632225781	3.997540628	3.588404098	4.246227027	3.334576303	4.662814116	5.063020779	4.433775466	4.407320459	5.681482167	5.126347003	4.765095531	5.139162113	5.610527613	5.139435737	4.007442598	4.680990953	4.352268618	4.700835896	4.859208988	3.421461059	5.155734685	4.511323791	5.13031913	5.404007567	3.749709593	4.925403404	4.676461564	4.628131167	4.006758512	4.364242294	5.159701206	6.978996626	7.162284326	6.503379895	6.137666084	5.488044929	5.952788772	5.975453744	6.486400904	6.989516972	6.497631055	6.228342732	5.679028551	5.270274186	5.323595134	5.936181218	7.237724971	5.200649195	7.200100268	5.629064461	5.294191636	5.877689757	5.508859948	5.805476192	5.895304485	5.273470923	5.51393302	6.635534019	4.579011754	5.366361801	4.947248774	4.653079777	4.298766626	4.300959207	4.166553836	5.663969788	4.099037066	3.37523234	5.352027384	5.77589697	6.260202805	3.484873741	6.344108675	5.172652217	5.394518299
